df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
The characteristics of competitive organ transplant athletes,https://pureportal.coventry.ac.uk/en/publications/the-characteristics-of-competitive-organ-transplant-athletes,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
The characteristics of competitive organ transplant athletes,https://pureportal.coventry.ac.uk/en/publications/the-characteristics-of-competitive-organ-transplant-athletes,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
The Effect of Increasing Age on the Concentric and Eccentric Contractile Properties of Isolated Mouse Soleus and Extensor Digitorum Longus Muscles,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-increasing-age-on-the-concentric-and-eccentric-cont,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
The Effect of Increasing Age on the Concentric and Eccentric Contractile Properties of Isolated Mouse Soleus and Extensor Digitorum Longus Muscles,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-increasing-age-on-the-concentric-and-eccentric-cont,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The effects of 10 weeks Integrated Neuromuscular Training on fundamental movement skills and physical self-efficacy in 6-7 year old children,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-10-weeks-integrated-neuromuscular-training-on-fund-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The effects of 10 weeks Integrated Neuromuscular Training on fundamental movement skills and physical self-efficacy in 6-7 year old children,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-10-weeks-integrated-neuromuscular-training-on-fund-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The effects of 10 weeks Integrated Neuromuscular Training on fundamental movement skills and physical self-efficacy in 6-7 year old children,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-10-weeks-integrated-neuromuscular-training-on-fund-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
"The effects of exercise referral schemes in the United Kingdom in those with cardiovascular, mental health, and musculoskeletal disorders: a preliminary systematic review",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-referral-schemes-in-the-united-kingdom-in,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley
"The effects of exercise referral schemes in the United Kingdom in those with cardiovascular, mental health, and musculoskeletal disorders: a preliminary systematic review",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-referral-schemes-in-the-united-kingdom-in,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
"The effects of exercise referral schemes in the United Kingdom in those with cardiovascular, mental health, and musculoskeletal disorders: a preliminary systematic review",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-referral-schemes-in-the-united-kingdom-in,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
The Effects of Low and Moderate Dose Caffeine Supplementation on Upper and Lower Body Maximal Voluntary Concentric and Eccentric Muscle Force,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-low-and-moderate-dose-caffeine-supplementation-on-,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The effects of obesity on skeletal muscle contractile function,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-obesity-on-skeletal-muscle-contractile-function,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The effects of obesity on skeletal muscle contractile function,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-obesity-on-skeletal-muscle-contractile-function,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
"The influence of caffeine expectancies on sport, exercise and cognitive performance",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-caffeine-expectancies-on-sport-exercise-and-cogn,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
"The perceptual responses to high-velocity, low-load and low-velocity, high-load resistance exercise in older adults",https://pureportal.coventry.ac.uk/en/publications/the-perceptual-responses-to-high-velocity-low-load-and-low-veloci,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"The perceptual responses to high-velocity, low-load and low-velocity, high-load resistance exercise in older adults",https://pureportal.coventry.ac.uk/en/publications/the-perceptual-responses-to-high-velocity-low-load-and-low-veloci,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
"The perceptual responses to high-velocity, low-load and low-velocity, high-load resistance exercise in older adults",https://pureportal.coventry.ac.uk/en/publications/the-perceptual-responses-to-high-velocity-low-load-and-low-veloci,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Thermoregulation following spinal cord injury,https://pureportal.coventry.ac.uk/en/publications/thermoregulation-following-spinal-cord-injury,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
The Validity of the Push Band 2.0 during Vertical Jump Performance,https://pureportal.coventry.ac.uk/en/publications/the-validity-of-the-push-band-20-during-vertical-jump-performance,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
"Whole body precooling attenuates the extracellular HSP72, IL-6 and IL-10 responses after an acute bout of running in the heat",https://pureportal.coventry.ac.uk/en/publications/whole-body-precooling-attenuates-the-extracellular-hsp72-il-6-and,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
"Whole body precooling attenuates the extracellular HSP72, IL-6 and IL-10 responses after an acute bout of running in the heat",https://pureportal.coventry.ac.uk/en/publications/whole-body-precooling-attenuates-the-extracellular-hsp72-il-6-and,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"Whole body precooling attenuates the extracellular HSP72, IL-6 and IL-10 responses after an acute bout of running in the heat",https://pureportal.coventry.ac.uk/en/publications/whole-body-precooling-attenuates-the-extracellular-hsp72-il-6-and,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
"Whole body precooling attenuates the extracellular HSP72, IL-6 and IL-10 responses after an acute bout of running in the heat",https://pureportal.coventry.ac.uk/en/publications/whole-body-precooling-attenuates-the-extracellular-hsp72-il-6-and,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Eyre, E. L. J.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill
An investigation to understand and evaluate the best ways to educate for and promote integrated working across the health and care sectors.,https://pureportal.coventry.ac.uk/en/publications/an-investigation-to-understand-and-evaluate-the-best-ways-to-educ,"Clouder, D.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder
Antibiofilm activity of Prosopis africana and Uvaria chamae extracts against preformed biofilm of Clostridium difficile and Propionibacterium acnes strains,https://pureportal.coventry.ac.uk/en/publications/antibiofilm-activity-of-prosopis-africana-and-uvaria-chamae-extra,"Aldsworth, T.",https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth
Antibiofilm activity of Prosopis africana and Uvaria chamae extracts against preformed biofilm of Clostridium difficile and Propionibacterium acnes strains,https://pureportal.coventry.ac.uk/en/publications/antibiofilm-activity-of-prosopis-africana-and-uvaria-chamae-extra,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
Attenuation of Sunitinib-induced cardiotoxicity through the A3 adenosine receptor activation,https://pureportal.coventry.ac.uk/en/publications/attenuation-of-sunitinib-induced-cardiotoxicity-through-the-a3-ad,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu
Attenuation of Sunitinib-induced cardiotoxicity through the A3 adenosine receptor activation,https://pureportal.coventry.ac.uk/en/publications/attenuation-of-sunitinib-induced-cardiotoxicity-through-the-a3-ad,"Maddock, H.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock
Autonomous motivation mediates the relation between goals for physical activity and physical activity behavior in adolescents,https://pureportal.coventry.ac.uk/en/publications/autonomous-motivation-mediates-the-relation-between-goals-for-phy-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Autonomous motivation mediates the relation between goals for physical activity and physical activity behavior in adolescents,https://pureportal.coventry.ac.uk/en/publications/autonomous-motivation-mediates-the-relation-between-goals-for-phy-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Born with Albinism In Africa,https://pureportal.coventry.ac.uk/en/publications/born-with-albinism-in-africa,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund
Calibration of GENEActiv accelerometer wrist cut-points for the assessment of physical activity intensity of pre-school aged children,https://pureportal.coventry.ac.uk/en/publications/calibration-of-geneactiv-accelerometer-wrist-cut-points-for-the-a,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Calibration of GENEActiv accelerometer wrist cut-points for the assessment of physical activity intensity of pre-school aged children,https://pureportal.coventry.ac.uk/en/publications/calibration-of-geneactiv-accelerometer-wrist-cut-points-for-the-a,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Carbohydrate Mouth Rinse Improves Morning High-Intensity Exercise Performance,https://pureportal.coventry.ac.uk/en/publications/carbohydrate-mouth-rinse-improves-morning-high-intensity-exercise,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Carbohydrate Mouth Rinse Improves Morning High-Intensity Exercise Performance,https://pureportal.coventry.ac.uk/en/publications/carbohydrate-mouth-rinse-improves-morning-high-intensity-exercise,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
Changes in kinematics and arm–leg coordination during a 100-m breaststroke swim,https://pureportal.coventry.ac.uk/en/publications/changes-in-kinematics-and-armleg-coordination-during-a-100-m-brea-2,"Oxford, S. W.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Changes in kinematics and arm–leg coordination during a 100-m breaststroke swim,https://pureportal.coventry.ac.uk/en/publications/changes-in-kinematics-and-armleg-coordination-during-a-100-m-brea-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Changes in kinematics and arm–leg coordination during a 100-m breaststroke swim,https://pureportal.coventry.ac.uk/en/publications/changes-in-kinematics-and-armleg-coordination-during-a-100-m-brea-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Changes in kinematics and arm–leg coordination during a 100-m breaststroke swim,https://pureportal.coventry.ac.uk/en/publications/changes-in-kinematics-and-armleg-coordination-during-a-100-m-brea-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Do Irish adolescents have adequate functional movement skill and confidence?,https://pureportal.coventry.ac.uk/en/publications/do-irish-adolescents-have-adequate-functional-movement-skill-and-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Effect of cadence on locomotor–respiratory coupling during upper-body exercise,https://pureportal.coventry.ac.uk/en/publications/effect-of-cadence-on-locomotorrespiratory-coupling-during-upper-b-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Effects of cooling before and during simulated match play on thermoregulatory responses of athletes with tetraplegia,https://pureportal.coventry.ac.uk/en/publications/effects-of-cooling-before-and-during-simulated-match-play-on-ther,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
"Erratum to: HFE mRNA expression is responsive to intracellular and extracellular iron loading: short communication (Molecular Biology Reports, (2017), 44, 5, (399-403), 10.1007/s11033-017-4123-2)",https://pureportal.coventry.ac.uk/en/publications/erratum-to-hfe-mrna-expression-is-responsive-to-intracellular-and,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud
Heat and Hypoxic Acclimation Increase Monocyte Heat Shock Protein 72 but Do Not Attenuate Inflammation following Hypoxic Exercise,https://pureportal.coventry.ac.uk/en/publications/heat-and-hypoxic-acclimation-increase-monocyte-heat-shock-protein,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Heat and Hypoxic Acclimation Increase Monocyte Heat Shock Protein 72 but Do Not Attenuate Inflammation following Hypoxic Exercise,https://pureportal.coventry.ac.uk/en/publications/heat-and-hypoxic-acclimation-increase-monocyte-heat-shock-protein,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
HFE mRNA expression is responsive to intracellular and extracellular iron loading: short communication,https://pureportal.coventry.ac.uk/en/publications/hfe-mrna-expression-is-responsive-to-intracellular-and-extracellu,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud
Injury Surveillance of Female Adult Zumba® Dancers,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-female-adult-zumba-dancers-2,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene
Injury Surveillance of Female Adult Zumba® Dancers,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-female-adult-zumba-dancers-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Is the Ergogenicity of Caffeine Affected by Increasing Age? The Direct Effect of a Physiological Concentration of Caffeine on the Power Output of Maximally Stimulated EDL and Diaphragm Muscle Isolated From the Mouse,https://pureportal.coventry.ac.uk/en/publications/is-the-ergogenicity-of-caffeine-affected-by-increasing-age-the-di-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Is the Ergogenicity of Caffeine Affected by Increasing Age? The Direct Effect of a Physiological Concentration of Caffeine on the Power Output of Maximally Stimulated EDL and Diaphragm Muscle Isolated From the Mouse,https://pureportal.coventry.ac.uk/en/publications/is-the-ergogenicity-of-caffeine-affected-by-increasing-age-the-di-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Is the Ergogenicity of Caffeine Affected by Increasing Age? The Direct Effect of a Physiological Concentration of Caffeine on the Power Output of Maximally Stimulated EDL and Diaphragm Muscle Isolated From the Mouse,https://pureportal.coventry.ac.uk/en/publications/is-the-ergogenicity-of-caffeine-affected-by-increasing-age-the-di-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Live Attenuated Influenza Vaccine contains Substantial and Unexpected Amounts of Defective Viral Genomic RNA,https://pureportal.coventry.ac.uk/en/publications/live-attenuated-influenza-vaccine-contains-substantial-and-unexpe,"Gould, P. S.",https://pureportal.coventry.ac.uk/en/persons/phillip-gould
Low fundamental movement skill proficiency is associated with high BMI and body fatness in girls but not boys aged 6-11 years old,https://pureportal.coventry.ac.uk/en/publications/low-fundamental-movement-skill-proficiency-is-associated-with-hig-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Modification of n-type and p-type semiconductor sensor devices for security applications,https://pureportal.coventry.ac.uk/en/publications/modification-of-n-type-and-p-type-semiconductor-sensor-devices-fo,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez
No dose-response effect of carbohydrate mouth rinse concentration on 5 km running performance in recreational athletes,https://pureportal.coventry.ac.uk/en/publications/no-dose-response-effect-of-carbohydrate-mouth-rinse-concentration-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Obesity-induced decreases in muscle performance are not reversible by weight loss,https://pureportal.coventry.ac.uk/en/publications/obesity-induced-decreases-in-muscle-performance-are-not-reversibl,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Obesity-induced decreases in muscle performance are not reversible by weight loss,https://pureportal.coventry.ac.uk/en/publications/obesity-induced-decreases-in-muscle-performance-are-not-reversibl,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Objectively assessed physical activity and sedentary behaviour during pregnancy in Portuguese women: Differences between weekdays and weekends,https://pureportal.coventry.ac.uk/en/publications/objectively-assessed-physical-activity-and-sedentary-behaviour-du-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Pre-cooling moderately enhances visual discrimination during exercise in the heat,https://pureportal.coventry.ac.uk/en/publications/pre-cooling-moderately-enhances-visual-discrimination-during-exer-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Pre-cooling moderately enhances visual discrimination during exercise in the heat,https://pureportal.coventry.ac.uk/en/publications/pre-cooling-moderately-enhances-visual-discrimination-during-exer-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Pre-cooling moderately enhances visual discrimination during exercise in the heat,https://pureportal.coventry.ac.uk/en/publications/pre-cooling-moderately-enhances-visual-discrimination-during-exer-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Preschool staff and parents’ perceptions of preschool children’s physical activity and fundamental movement skills from an area of high deprivation: a qualitative study,https://pureportal.coventry.ac.uk/en/publications/preschool-staff-and-parents-perceptions-of-preschool-childrens-ph,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Preschool staff and parents’ perceptions of preschool children’s physical activity and fundamental movement skills from an area of high deprivation: a qualitative study,https://pureportal.coventry.ac.uk/en/publications/preschool-staff-and-parents-perceptions-of-preschool-childrens-ph,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Protein gels,https://pureportal.coventry.ac.uk/en/publications/protein-gels,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Relationships Between Measures Of Physical Fitness Change When Age Dependent Bias Is Removed In A Group Of Young Male Soccer Players,https://pureportal.coventry.ac.uk/en/publications/relationships-between-measures-of-physical-fitness-change-when-ag-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Relationships Between Measures Of Physical Fitness Change When Age Dependent Bias Is Removed In A Group Of Young Male Soccer Players,https://pureportal.coventry.ac.uk/en/publications/relationships-between-measures-of-physical-fitness-change-when-ag-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Scaling children’s waist circumference for differences in body size,https://pureportal.coventry.ac.uk/en/publications/scaling-childrens-waist-circumference-for-differences-in-body-siz,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
South Asian children have increased body fat in comparison to White children at the same Body Mass Index,https://pureportal.coventry.ac.uk/en/publications/south-asian-children-have-increased-body-fat-in-comparison-to-whi,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
South Asian children have increased body fat in comparison to White children at the same Body Mass Index,https://pureportal.coventry.ac.uk/en/publications/south-asian-children-have-increased-body-fat-in-comparison-to-whi,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Support leg action can contribute to maximal instep soccer kick performance: an intervention study,https://pureportal.coventry.ac.uk/en/publications/support-leg-action-can-contribute-to-maximal-instep-soccer-kick-p-2,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
The Age-Related Association of Movement in Irish Adolescent Youth,https://pureportal.coventry.ac.uk/en/publications/the-age-related-association-of-movement-in-irish-adolescent-youth,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The effect of badminton specific exercise on badminton short serve performance in competition and practice climates,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-badminton-specific-exercise-on-badminton-short-serv-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The effect of badminton specific exercise on badminton short serve performance in competition and practice climates,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-badminton-specific-exercise-on-badminton-short-serv-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"The effect of obesity on the contractile performance of isolated mouse soleus, EDL, and diaphragm muscles",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-obesity-on-the-contractile-performance-of-isolated--2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
"The effect of obesity on the contractile performance of isolated mouse soleus, EDL, and diaphragm muscles",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-obesity-on-the-contractile-performance-of-isolated--2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
The effects of 8 weeks voluntary wheel running on the contractile performance of isolated locomotory (soleus) and respiratory (diaphragm) skeletal muscle during early ageing,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-8-weeks-voluntary-wheel-running-on-the-contractile,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The effects of 8 weeks voluntary wheel running on the contractile performance of isolated locomotory (soleus) and respiratory (diaphragm) skeletal muscle during early ageing,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-8-weeks-voluntary-wheel-running-on-the-contractile,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The effects of 8 weeks voluntary wheel running on the contractile performance of isolated locomotory (soleus) and respiratory (diaphragm) skeletal muscle during early ageing,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-8-weeks-voluntary-wheel-running-on-the-contractile,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
The effects of barbell load on countermovement vertical jump power and net impulse,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-barbell-load-on-countermovement-vertical-jump-powe-2,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
The fate of pollutants in laboratory-based pervious paving systems,https://pureportal.coventry.ac.uk/en/publications/the-fate-of-pollutants-in-laboratory-based-pervious-paving-system,"Charlesworth, S.",https://pureportal.coventry.ac.uk/en/persons/sue-charlesworth
"The fate of pollutants in porous asphalt pavements, laboratory experiments to investigate their potential to impact environmental health",https://pureportal.coventry.ac.uk/en/publications/the-fate-of-pollutants-in-porous-asphalt-pavements-laboratory-exp,"Charlesworth, S.",https://pureportal.coventry.ac.uk/en/persons/sue-charlesworth
The influence of cycling intensity upon cognitive response during inferred practice and competition conditions,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-cycling-intensity-upon-cognitive-response-during-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The influence of cycling intensity upon cognitive response during inferred practice and competition conditions,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-cycling-intensity-upon-cognitive-response-during-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Thermodysregulation in persons with spinal cord injury: case series on use of the autonomic standards,https://pureportal.coventry.ac.uk/en/publications/thermodysregulation-in-persons-with-spinal-cord-injury-case-serie,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Thermoregulatory Reponses during Competitive Wheelchair Rugby Match Play,https://pureportal.coventry.ac.uk/en/publications/thermoregulatory-reponses-during-competitive-wheelchair-rugby-mat,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
UAV Operator mental workload: A neurophysiological comparison of mental workload and vigilance,https://pureportal.coventry.ac.uk/en/publications/uav-operator-mental-workload-a-neurophysiological-comparison-of-m,"Shelton-Rayner, G.",https://pureportal.coventry.ac.uk/en/persons/graham-shelton-rayner
Validity and reliability of the modified shuttle walk test in older adults,https://pureportal.coventry.ac.uk/en/publications/validity-and-reliability-of-the-modified-shuttle-walk-test-in-old,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Validity and reliability of the modified shuttle walk test in older adults,https://pureportal.coventry.ac.uk/en/publications/validity-and-reliability-of-the-modified-shuttle-walk-test-in-old,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Validity and reliability of the modified shuttle walk test in older adults,https://pureportal.coventry.ac.uk/en/publications/validity-and-reliability-of-the-modified-shuttle-walk-test-in-old,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Viewpoints of overweight and obese adolescents attending lifestyle obesity treatment interventions: a qualitative systematic review,https://pureportal.coventry.ac.uk/en/publications/viewpoints-of-overweight-and-obese-adolescents-attending-lifestyl,"Jones, H.",https://pureportal.coventry.ac.uk/en/persons/helen-jones
What are the views of overweight and obese adolescents (12–17yrs) attending lifestyle treatment interventions: a qualitative systematic review,https://pureportal.coventry.ac.uk/en/publications/what-are-the-views-of-overweight-and-obese-adolescents-1217yrs-at,"Jones, H.",https://pureportal.coventry.ac.uk/en/persons/helen-jones
Whole grain cereals for the primary or secondary prevention of cardiovascular disease. The Cochrane database of systematic reviews,https://pureportal.coventry.ac.uk/en/publications/whole-grain-cereals-for-the-primary-or-secondary-prevention-of-ca,"Jones, H.",https://pureportal.coventry.ac.uk/en/persons/helen-jones
Activation energy of the disruption of gel networks in relation to elastically stored energy in fine-stranded ovalbumin gels,https://pureportal.coventry.ac.uk/en/publications/activation-energy-of-the-disruption-of-gel-networks-in-relation-t,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Agreement between the force platform method and the combined method measurements of power output during the loaded countermovement jump,https://pureportal.coventry.ac.uk/en/publications/agreement-between-the-force-platform-method-and-the-combined-meth-2,"Mundy, P. D.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
An integrated curriculum approach to increasing habitual physical activity in deprived South Asian children,https://pureportal.coventry.ac.uk/en/publications/an-integrated-curriculum-approach-to-increasing-habitual-physical-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
An integrated curriculum approach to increasing habitual physical activity in deprived South Asian children,https://pureportal.coventry.ac.uk/en/publications/an-integrated-curriculum-approach-to-increasing-habitual-physical-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Antimicrobial activity of selected herbal extracts against Propionibacterium acnes, the causative agent of skin acne lesions",https://pureportal.coventry.ac.uk/en/publications/antimicrobial-activity-of-selected-herbal-extracts-against-propio,"Aldsworth, T.",https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth
"Antimicrobial activity of selected herbal extracts against Propionibacterium acnes, the causative agent of skin acne lesions",https://pureportal.coventry.ac.uk/en/publications/antimicrobial-activity-of-selected-herbal-extracts-against-propio,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
Coffee and Caffeine Ingestion Have Little Effect on Repeated Sprint Cycling in Relatively Untrained Males,https://pureportal.coventry.ac.uk/en/publications/coffee-and-caffeine-ingestion-have-little-effect-on-repeated-spri-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Coffee and Caffeine Ingestion Have Little Effect on Repeated Sprint Cycling in Relatively Untrained Males,https://pureportal.coventry.ac.uk/en/publications/coffee-and-caffeine-ingestion-have-little-effect-on-repeated-spri-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Coffee and Caffeine Ingestion Have Little Effect on Repeated Sprint Cycling in Relatively Untrained Males,https://pureportal.coventry.ac.uk/en/publications/coffee-and-caffeine-ingestion-have-little-effect-on-repeated-spri-2,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
Competition and collaboration using a social and gamified online learning platform,https://pureportal.coventry.ac.uk/en/publications/competition-and-collaboration-using-a-social-and-gamified-online--2,"Arnab, S.",https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab
